SKU,Description,Length_in,Width_in,Height_in,Weight_lbs,Eaches,Weekly_Picks,Tray_Config,Pick_Priority
SM-02893,Temp Sensor,8.33,6.7,1.72,4.82,3,1,2,1053
SM-02329,Quick Coupler,11.71,3.72,4.57,5.73,4,3,3,354
SM-02537,Gas Spring,9.77,1.36,4.88,7.65,3,3,4,189
SM-01816,Relay 24V,10.64,3.97,2.26,2.29,18,1,2,922
SM-02157,Cap Screw,0.3,0.97,2.25,5.63,11,5,4,101
SM-01023,Shim Pack,12.94,9.6,3.66,1.52,4,8,1,26
SM-02468,Cap Screw,12.72,7.53,1.13,3.09,5,1,2,1012
SM-02587,Hinge,13.54,9.88,4.09,3.86,5,1,1,359
SM-00694,Pneumatic Actuator,0.96,8.52,3.1,0.3,1,2,4,234
SM-02954,Fuse 10A,7.9,8.65,3.73,1.72,10,15,2,3
SM-00757,Needle Bearing,12.9,6.81,4.05,5.73,7,0,2,1196
SM-01370,Quick Coupler,14.12,10.5,0.61,2.97,39,5,1,71
SM-02979,Master Link,16.37,6.47,0.66,5.83,42,3,2,551
SM-02659,Wave Spring,3.54,4.06,4.78,3.41,12,0,3,901
SM-00643,Clamp,2.24,10.4,2.05,7.45,21,1,3,535
SM-00052,Barb Fitting,12.45,6.53,1.56,3.37,17,1,2,704
SM-01835,Roller Bearing,7.61,5.88,0.93,1.69,32,5,2,236
SM-03361,Cord Grip,5.89,9.77,2.25,5.68,13,2,2,694
SM-00139,Flat Washer,11.04,9.62,3.88,0.88,3,5,1,55
SM-01862,Die Spring,7.58,0.75,2.59,2.75,9,1,4,367
SM-00368,Breather Cap,2.13,9.48,2.07,6.38,6,0,3,783
SM-02123,Anchor Bolt,6.48,2.34,3.01,7.34,14,3,3,344
SM-03332,Stud Bolt,3.69,5.89,1.0,0.72,28,3,3,402
SM-00130,O-Ring,0.51,10.26,1.72,0.71,1,0,4,463
SM-02143,Stud Bolt,13.4,5.05,3.5,5.91,7,1,2,974
SM-01775,Limit Switch,8.39,7.85,4.57,1.07,4,1,2,916
SM-00624,Bumper,1.84,5.77,3.52,5.86,3,2,3,422
SM-00109,Temp Sensor,8.18,3.95,3.19,3.72,7,1,2,715
SM-03326,Photoelectric Sensor,2.82,1.22,1.49,2.46,14,1,4,443
SM-00108,Photoelectric Sensor,2.66,8.45,3.06,3.87,8,1,3,497
SM-03056,Pillow Block,3.31,3.2,4.86,5.58,8,0,3,925
SM-01203,Hydraulic Filter,2.61,4.76,1.3,2.19,25,2,3,434
SM-03033,Snap Ring,9.6,8.97,3.1,7.0,21,1,1,386
SM-02555,Strainer Element,4.45,2.85,3.38,6.16,10,1,3,685
SM-00591,Blind Rivet,8.66,11.48,1.36,4.73,1,0,2,1180
SM-00930,Hinge,5.55,2.96,3.24,0.73,7,1,3,558
SM-02301,O-Ring,8.43,6.85,2.29,7.82,3,1,2,992
SM-01848,Die Spring,15.88,1.43,4.65,7.18,2,2,4,250
SM-02035,Stud Bolt,17.14,8.17,3.26,3.53,7,1,2,957
SM-00523,Lock Nut,4.31,1.17,0.96,3.42,19,1,4,300
SM-00467,Terminal Block,11.76,9.54,1.0,1.62,7,4,1,103
SM-00990,Straight Fitting,15.31,6.8,3.35,0.55,2,0,2,1212
SM-00794,Pressure Regulator,8.33,2.79,0.75,0.5,9,1,3,546
SM-00025,Lock Washer,0.62,2.8,3.96,0.85,20,1,4,280
SM-02547,Torsion Spring,12.31,4.96,3.93,7.67,10,1,2,1021
SM-00668,Blind Rivet,11.48,7.46,4.48,2.81,4,2,2,605
SM-01500,Coupling Insert,4.58,8.33,1.83,5.99,47,1,2,881
SM-01389,Quick Coupler,16.12,11.44,3.41,4.25,8,1,1,305
SM-02998,Fuse 5A,12.91,5.87,2.53,3.86,15,0,2,1393
SM-00635,Hydraulic Filter,6.88,10.14,3.87,5.43,1,4,2,306
SM-00881,Extension Spring,15.82,1.53,2.44,1.61,1,4,4,122
SM-01182,Relay 24V,2.86,5.3,2.11,1.99,18,3,3,309
SM-00588,Needle Valve,13.91,1.83,1.09,0.18,21,3,3,287
SM-02760,Knob,9.38,2.05,1.08,4.75,42,1,3,702
SM-03258,E-Clip,17.14,11.42,1.57,1.14,15,1,1,397
SM-01449,Push Button,10.89,9.83,4.57,3.77,7,4,1,110
SM-02373,Cord Grip,5.64,4.28,1.12,2.1,49,3,2,514
SM-02173,Die Spring,3.24,11.23,2.04,2.36,3,11,3,24
SM-03073,Flat Washer,0.68,4.32,1.93,3.16,1,1,4,433
SM-02615,Solenoid Valve,13.48,2.63,2.36,5.58,7,1,3,693
SM-01795,Pop Rivet,6.07,2.8,4.53,4.33,12,4,3,230
SM-02003,Contactor,0.61,1.69,4.33,6.06,10,1,4,377
SM-00991,Threaded Rod,13.63,7.19,2.85,7.33,6,3,2,436
SM-03182,Fender Washer,8.1,9.05,3.92,7.03,4,6,2,172
SM-01890,Shock Absorber,8.72,7.81,1.21,2.13,35,3,2,491
SM-00221,Tee Fitting,15.81,9.49,2.7,6.97,2,1,1,245
SM-03157,Spade Terminal,6.28,6.05,3.65,3.88,22,1,2,1078
SM-01893,Thrust Bearing,7.63,9.12,2.3,4.95,6,1,2,932
SM-02830,O-Ring,16.34,7.35,4.95,7.52,4,1,2,1046
SM-00585,Circuit Breaker,11.85,1.95,4.37,7.88,5,1,3,532
SM-02580,Rivet,1.35,4.05,1.08,4.02,28,4,4,140
SM-00527,Lubrication Nipple,6.55,5.31,2.03,2.0,39,0,2,1172
SM-00559,Needle Valve,2.74,10.34,3.42,4.17,4,1,3,530
SM-02168,Retaining Ring,2.81,7.72,4.0,1.49,11,0,3,877
SM-02921,Cord Grip,0.41,3.64,4.27,4.77,8,3,4,202
SM-00194,Hinge,4.85,3.28,3.17,7.93,19,0,3,774
SM-00940,Wave Spring,7.95,4.96,1.08,5.19,40,0,2,1207
SM-00197,Ball Bearing,11.54,6.61,0.79,3.25,41,1,2,725
SM-01971,Ball Bearing,1.92,1.27,3.2,6.14,8,2,4,253
SM-01939,Stud Bolt,12.86,3.21,4.62,3.02,5,0,3,868
SM-02073,Flow Control,7.93,10.44,3.89,4.24,8,0,2,1305
SM-01671,Pop Rivet,15.85,4.58,1.9,3.97,14,0,2,1269
SM-00473,Blind Rivet,12.75,6.66,4.69,5.57,5,4,2,301
SM-02792,Flat Washer,0.63,2.33,4.27,6.06,3,0,4,561
SM-01051,Needle Bearing,0.51,8.8,2.72,7.75,17,0,4,486
SM-03162,Stud Bolt,14.14,10.24,3.63,7.66,5,1,1,391
SM-03240,Cap Screw,0.9,10.93,3.59,0.06,4,1,4,440
SM-00961,Hydraulic Filter,17.64,11.63,1.24,4.28,13,0,1,429
SM-02268,Pilot Light,2.26,1.27,0.6,5.55,45,1,4,390
SM-02559,Fuse 30A,2.09,2.52,1.11,7.76,12,3,3,362
SM-01856,Wiper Seal,5.9,6.85,3.58,3.09,21,1,2,926
SM-00741,Cord Grip,15.92,10.2,0.53,0.93,34,0,1,420
SM-03176,Tee Fitting,11.9,3.08,4.01,2.31,5,3,3,393
SM-00798,Belt,4.07,7.11,2.93,1.38,21,5,2,205
SM-01586,Lip Seal,3.63,6.9,2.82,6.68,15,3,3,328
SM-00932,Knob,10.19,5.98,1.38,5.73,5,1,2,811
SM-02517,Relay 120V,9.18,9.67,2.33,1.18,6,1,1,355
SM-02811,Barb Fitting,9.5,7.25,1.91,1.8,19,1,2,1044
SM-01121,Air Filter,13.29,2.57,4.01,7.95,4,7,3,87
SM-01828,Pilot Light,4.84,5.59,2.44,4.26,29,1,2,924
SM-00715,Compression Spring,8.1,11.78,3.42,2.74,10,3,2,416
SM-01587,V-Ring Seal,14.38,9.44,3.31,5.83,10,1,1,316
SM-03415,Retaining Ring,15.92,11.07,2.63,7.21,6,1,1,402
SM-01995,Relay 120V,11.57,1.66,3.68,0.44,13,1,3,646
SM-01340,Retaining Ring,14.13,6.78,3.08,4.37,11,1,2,860
SM-01738,Flow Control,7.89,10.91,3.43,4.81,9,1,2,912
SM-01655,Butt Splice,5.15,8.31,1.61,6.01,44,0,2,1268
SM-01228,Connecting Link,9.44,7.71,3.49,5.78,1,1,2,847
SM-00140,Wave Spring,15.78,3.21,1.27,1.01,14,1,3,502
SM-03147,Sealed Bearing,9.56,2.82,4.77,5.53,5,2,3,474
SM-01396,Ring Terminal,13.3,10.82,2.99,7.05,14,0,1,440
SM-01472,Oil Seal,14.49,9.74,0.68,1.05,19,2,1,208
SM-01480,Contactor,17.41,9.71,3.35,5.07,9,3,1,149
SM-01961,Fuse 5A,17.64,10.02,3.64,5.96,9,2,1,216
SM-01499,Retaining Ring,14.0,1.48,2.51,4.49,4,3,4,170
SM-03005,Level Switch,6.15,8.97,3.8,5.97,8,2,2,682
SM-02543,Needle Bearing,1.54,4.88,1.92,1.96,4,3,4,190
SM-02781,Coupling Insert,2.65,2.08,0.92,7.04,40,2,3,462
SM-01914,Rivet,12.67,11.29,4.84,3.54,4,3,1,158
SM-03317,Ball Valve,2.15,9.01,2.44,0.91,21,8,3,77
SM-02320,Clevis Pin,11.24,5.12,1.81,2.78,19,4,2,345
SM-01628,Belt,4.14,3.84,4.8,2.96,4,7,3,96
SM-00147,Temp Sensor,14.94,2.74,2.92,6.35,2,1,3,503
SM-02239,Pressure Regulator,11.81,7.94,4.78,2.05,4,8,2,95
SM-03321,Temp Sensor,4.47,1.04,2.58,3.6,6,1,4,442
SM-03345,Butt Splice,15.79,2.43,3.94,6.85,5,1,3,749
SM-00791,Fender Washer,1.49,3.48,3.26,7.57,9,1,4,319
SM-03120,Lip Seal,10.39,2.58,2.6,2.72,8,4,3,250
SM-01963,Terminal Block,4.6,10.46,2.46,4.28,5,7,2,130
SM-00686,O-Ring,16.34,9.78,1.52,2.95,23,8,1,24
SM-03201,Proximity Sensor,14.66,6.97,3.32,1.38,1,5,2,284
SM-03211,Retaining Ring,1.82,3.44,4.3,3.7,10,0,3,931
SM-03125,Oil Filter,16.88,7.86,3.29,2.02,1,7,2,141
SM-01346,Compression Spring,8.53,8.9,4.88,2.97,4,5,2,221
SM-00406,Bumper,0.71,9.33,2.21,0.77,14,3,4,152
SM-01462,Extension Spring,13.94,4.92,1.33,6.41,22,0,2,1253
SM-01879,Pop Rivet,9.05,10.47,2.54,6.58,25,0,1,458
SM-02516,Wiper Seal,3.69,3.12,1.14,4.04,45,1,3,682
SM-00528,Cable Gland,8.13,7.89,2.55,1.04,7,1,2,770
SM-02077,Hex Nut,16.27,7.82,0.59,0.74,27,1,2,965
SM-03359,Piston Seal,1.92,5.99,3.87,0.91,8,9,3,49
SM-02700,Hex Nut,12.66,8.39,0.53,4.66,49,0,2,1366
SM-03500,Level Switch,8.11,1.32,3.61,5.31,6,1,4,456
SM-00334,Circuit Breaker,11.11,6.8,3.04,5.93,4,8,2,71
SM-02591,Strainer Element,7.65,5.31,4.32,0.59,8,0,2,1358
SM-01638,Handle,10.53,3.64,4.36,4.22,4,6,3,125
SM-02972,Signal Lamp,4.31,5.36,4.02,3.05,4,4,2,359
SM-00739,Level Switch,11.83,5.25,3.21,4.82,17,0,2,1191
SM-00563,Set Screw,6.0,10.78,4.07,1.2,4,2,2,599
SM-01300,Relay 24V,15.89,8.76,1.42,2.31,8,3,2,451
SM-02585,Wing Nut,16.82,8.55,3.66,1.83,6,1,2,1025
SM-01132,Snap Ring,11.87,10.27,4.65,5.68,3,2,1,202
SM-01541,Contactor,12.42,6.41,4.92,3.99,3,1,2,888
SM-00378,Relay 12V,5.73,4.8,3.73,3.57,7,0,2,1159
SM-01821,Solenoid Valve,9.1,7.92,4.29,5.66,3,0,2,1286
SM-01136,Air Filter,0.48,1.86,1.41,3.47,23,1,4,338
SM-01558,Proximity Sensor,13.19,11.2,4.35,3.02,3,1,1,314
SM-01442,Overload Relay,14.86,10.3,3.2,2.53,10,5,1,75
SM-00768,E-Clip,5.49,1.6,4.58,4.16,6,1,4,318
SM-03431,Die Spring,6.96,6.18,3.52,4.81,17,0,2,1427
SM-00371,Stud Bolt,17.21,8.78,3.69,7.77,4,1,2,751
SM-02588,Roll Pin,15.44,8.5,2.74,1.23,4,0,2,1357
SM-02148,Retaining Ring,11.53,1.71,2.15,6.64,5,3,3,346
SM-01694,Level Switch,10.31,2.46,1.94,2.88,7,3,3,332
SM-02548,O-Ring,8.66,11.31,2.15,4.17,14,1,2,1022
SM-02643,LED Indicator,3.31,6.85,4.21,1.82,9,2,3,457
SM-01107,Oil Filter,12.02,0.82,2.02,2.37,1,13,4,11
SM-00607,Blind Rivet,6.06,4.69,1.99,5.03,45,3,2,408
SM-01379,Hinge,12.54,5.42,2.68,4.86,2,5,2,223
SM-01902,Filter Cartridge,11.29,2.35,1.28,2.58,31,5,3,177
SM-03331,Gas Spring,15.38,0.99,2.11,5.59,1,1,4,444
SM-00401,Spacer,7.68,4.24,1.16,0.48,2,1,2,756
SM-00159,Fuse 10A,7.14,6.63,0.84,1.13,15,1,2,720
SM-00341,Photoelectric Sensor,5.58,11.53,2.52,2.27,17,5,2,190
SM-00332,Relay 24V,15.77,11.36,4.77,0.87,1,5,1,56
SM-02107,Fender Washer,13.4,11.73,2.35,0.81,10,0,1,471
SM-01198,Relay 120V,9.1,2.66,1.3,6.02,4,7,3,91
SM-03354,Timing Belt,1.3,8.88,2.01,0.32,7,0,4,582
SM-02576,Overload Relay,1.95,4.76,4.35,4.02,18,1,3,687
SM-00970,Clamp,4.72,3.22,0.79,7.57,42,0,3,824
SM-02127,Spade Terminal,2.67,8.3,3.06,0.43,2,1,3,656
SM-01219,Pneumatic Actuator,10.24,10.08,4.55,7.61,1,1,1,296
SM-01907,Compression Spring,16.27,4.77,4.99,6.35,8,1,2,935
SM-01567,Signal Lamp,10.94,7.55,4.55,2.05,1,1,2,892
SM-01361,Oil Seal,2.08,4.17,1.58,1.9,26,2,3,438
SM-01661,Dowel Pin,15.32,0.98,4.57,1.51,2,0,4,512
SM-02715,Wire Connector,12.67,7.87,4.18,1.77,8,2,2,675
SM-02639,Lock Washer,12.82,4.06,4.56,7.92,14,1,2,1030
SM-01814,Clamp,2.68,3.98,1.05,4.92,15,5,3,174
SM-02080,Pin Terminal,7.3,5.85,3.18,2.79,24,3,2,497
SM-02488,Fuse 15A,9.01,4.45,3.07,7.55,17,0,2,1347
SM-02357,V-Ring Seal,9.66,11.05,2.27,3.27,14,3,1,167
SM-00156,Timing Belt,2.77,9.05,2.52,3.72,9,1,3,506
SM-03216,Shock Absorber,10.87,10.36,4.61,5.45,10,4,1,121
SM-03205,Latch,12.61,1.59,3.97,1.63,3,0,4,577
SM-02807,Pulley,9.15,11.39,3.31,7.89,7,1,1,372
SM-01494,Handle,3.5,1.09,2.02,1.85,14,3,4,169
SM-00967,Strainer Element,14.13,9.42,2.0,0.67,12,1,1,285
SM-01851,Thrust Bearing,4.35,9.14,2.9,6.61,3,0,2,1291
SM-03129,Check Valve,6.56,9.24,1.03,4.07,43,2,2,685
SM-03132,Hinge,3.31,3.98,4.48,6.62,10,7,3,108
SM-02321,Check Valve,10.54,11.51,3.78,5.32,11,3,1,164
SM-00082,Wiper Seal,17.21,4.28,1.28,5.51,36,1,2,712
SM-02299,Stud Bolt,15.92,4.93,0.51,5.32,48,5,2,249
SM-03105,Flow Control,16.16,8.81,4.77,6.88,5,7,2,140
SM-02354,Lock Washer,4.73,2.27,0.7,1.61,39,5,3,187
SM-01537,Flat Washer,3.78,3.43,4.08,6.54,19,6,3,121
SM-02632,Compression Spring,13.4,11.74,2.08,2.65,5,0,1,489
SM-00333,Torsion Spring,3.13,8.48,0.9,7.4,45,1,3,517
SM-00071,Contactor,4.11,7.37,4.5,7.97,25,1,2,710
SM-02917,Gas Spring,4.95,1.21,1.81,2.37,5,6,4,75
SM-03165,Flow Control,15.26,10.72,0.97,4.86,4,0,1,514
SM-00286,Ball Bearing,7.09,8.56,3.64,6.59,6,0,2,1148
SM-02039,O-Ring,10.35,4.09,1.01,5.46,8,2,2,649
SM-03175,Toggle Switch,15.5,2.59,3.09,4.91,8,3,3,392
SM-02891,Needle Valve,16.89,9.96,3.88,7.89,5,0,1,502
SM-01909,Sealed Bearing,12.15,2.75,0.62,1.35,28,0,3,866
SM-03336,Flow Control,13.38,4.51,1.45,3.49,34,3,2,573
SM-03264,Terminal Block,13.5,5.94,1.9,3.77,8,3,2,570
SM-03465,Handle,17.22,3.11,2.96,2.78,2,1,3,758
SM-01520,LED Indicator,4.13,2.47,4.62,2.69,10,1,3,611
SM-01825,Handle,9.9,6.89,0.65,5.58,28,6,2,161
SM-03499,Ball Bearing,7.19,4.75,4.84,0.37,6,2,2,699
SM-01659,Shim Pack,9.44,6.77,2.47,3.71,1,11,2,43
SM-00651,Needle Bearing,5.04,10.08,2.39,4.35,13,1,2,782
SM-03304,Wire Connector,9.81,3.34,4.12,4.52,6,1,3,747
SM-01800,Pillow Block,9.78,8.95,0.82,2.94,16,2,1,212
SM-03046,Elbow Fitting,13.22,1.67,2.3,7.66,2,3,3,385
SM-02026,Pressure Switch,6.26,5.05,1.09,2.58,45,1,2,955
SM-00284,Clamp,17.8,3.92,4.58,5.51,3,1,2,738
SM-01940,Sprocket,2.39,10.21,2.05,4.16,3,0,3,869
SM-01756,Flat Washer,12.07,2.55,1.36,5.35,9,3,3,334
SM-01873,Machine Screw,16.98,3.11,2.97,3.9,6,1,3,635
SM-01058,Lip Seal,12.11,9.78,4.49,3.1,7,1,1,290
SM-03134,Barb Fitting,17.12,2.87,3.8,7.58,3,1,3,732
SM-02430,O-Ring,7.71,1.53,4.62,6.29,4,11,4,16
SM-02651,Hinge,13.21,1.06,2.54,3.46,1,1,4,412
SM-02224,Spacer,15.38,8.22,4.77,2.36,4,5,2,245
SM-03204,Flanged Bearing,17.62,7.56,1.01,3.21,6,1,2,1087
SM-02013,Chain Link,1.49,5.09,4.07,1.8,7,1,4,378
SM-02265,Gasket,16.58,3.07,0.69,0.29,14,4,3,233
SM-00829,Limit Switch,10.73,1.66,3.53,5.35,16,7,3,85
SM-00957,Torsion Spring,17.98,0.56,2.54,6.63,4,1,4,327
SM-00638,Clevis Pin,8.63,3.28,4.75,6.44,4,5,3,156
SM-02776,LED Indicator,2.65,3.72,4.44,1.07,19,1,3,703
SM-01830,Proximity Sensor,9.91,0.73,2.24,2.03,6,1,4,364
SM-02818,Temp Sensor,4.71,4.56,3.25,7.54,15,5,2,271
SM-01649,Rivet,14.33,4.13,2.19,4.32,2,0,2,1267
SM-01065,Key Stock,4.54,9.85,2.2,2.28,11,0,2,1222
SM-00482,Hinge,1.58,11.27,4.85,6.39,2,1,4,298
SM-00603,E-Clip,10.76,4.77,1.53,2.49,16,1,2,777
SM-02156,Butt Splice,17.8,4.82,0.75,1.42,29,8,2,94
SM-01774,Wire Connector,13.52,9.31,1.33,4.92,12,1,1,323
SM-01772,Pressure Regulator,7.76,0.62,1.83,3.38,8,0,4,518
SM-00142,Relay 12V,17.1,4.65,3.86,5.04,8,2,2,591
SM-00005,Fender Washer,3.87,0.59,1.71,7.92,35,1,4,278
SM-01708,Oil Filter,14.96,9.23,0.88,0.55,48,0,1,449
SM-02360,Hex Nut,14.53,1.45,1.75,4.79,5,1,4,397
SM-01917,Quick Coupler,7.08,7.82,2.0,6.83,19,1,2,936
SM-00538,Gasket,10.87,2.27,3.78,4.51,8,1,3,529
SM-03016,Needle Valve,14.73,9.06,2.39,3.56,15,0,1,510
SM-02801,Butt Splice,13.66,0.68,1.59,7.15,14,0,4,563
SM-00293,Proximity Sensor,11.48,10.86,4.01,4.89,2,8,1,22
SM-01753,Push-to-Connect Fitting,2.25,8.97,0.5,3.93,36,2,3,445
SM-02496,Cable Gland,5.64,6.67,2.37,6.79,19,0,2,1348
SM-00730,Needle Valve,5.16,8.71,1.45,4.1,15,0,2,1190
SM-02718,Wave Spring,13.72,9.09,3.54,3.96,5,3,1,173
SM-00569,Relay 120V,9.53,8.46,1.18,1.7,31,3,2,404
SM-02681,Wing Nut,9.77,4.3,4.57,5.77,8,0,2,1365
SM-02285,Oil Seal,5.26,11.33,0.91,6.28,4,3,2,510
SM-01225,Roll Pin,0.54,9.96,3.7,7.37,13,2,4,244
SM-01822,Compression Spring,7.41,4.77,2.5,6.49,33,0,2,1287
SM-03091,Timing Belt,17.25,11.92,3.51,4.6,1,1,1,387
SM-03093,Wiper Seal,5.08,7.58,3.42,0.05,21,5,2,280
SM-00127,Latch,15.78,10.14,4.98,1.87,4,2,1,187
SM-03306,Straight Fitting,8.22,11.29,3.39,2.06,5,0,2,1416
SM-01406,Gasket,12.7,7.35,1.52,4.92,14,1,2,868
SM-01063,Flat Washer,3.03,5.07,3.7,2.04,1,3,3,304
SM-03179,Cotter Pin,2.03,1.05,2.3,5.27,3,1,4,437
SM-01022,Hex Nut,6.15,4.71,0.9,2.81,33,1,2,823
SM-01845,Ball Valve,17.47,11.87,4.45,2.45,1,5,1,80
SM-00623,Butt Splice,5.22,5.74,3.92,4.74,19,13,2,18
SM-03083,Connecting Link,5.91,2.92,2.92,7.84,9,5,3,199
SM-02677,Cord Grip,1.47,4.39,4.02,7.48,6,3,4,195
SM-02707,Strainer Element,5.12,6.06,1.66,5.5,39,0,2,1368
SM-00085,Pillow Block,0.33,1.63,1.68,3.13,38,3,4,146
SM-01393,Air Cylinder,17.76,3.89,1.94,1.54,2,1,3,602
SM-03138,Toggle Switch,3.79,4.16,1.23,2.09,9,7,3,109
SM-00649,Relay 12V,7.13,5.21,1.52,4.68,26,2,2,603
SM-02962,Gasket,2.99,11.04,2.59,6.27,6,2,3,468
SM-00102,Oil Filter,11.2,2.12,1.97,4.03,18,2,3,411
SM-00636,Clevis Pin,14.77,8.36,1.55,1.65,15,0,2,1184
SM-02303,Oil Filter,15.52,7.86,1.82,2.45,14,1,2,993
SM-01521,Push-to-Connect Fitting,0.39,9.23,3.25,0.86,9,0,4,506
SM-02483,Temp Sensor,10.66,7.37,1.8,1.13,23,7,2,135
SM-03427,Ball Bearing,10.69,11.08,4.02,1.48,3,3,1,183
SM-00007,Roll Pin,17.0,11.8,3.18,5.29,1,1,1,236
SM-01236,Wing Nut,10.66,10.13,0.68,6.88,14,5,1,70
SM-01395,Lock Nut,2.05,6.52,2.62,6.67,16,8,3,63
SM-00488,Needle Bearing,2.12,4.93,2.15,7.36,48,1,3,527
SM-00220,Shock Absorber,14.91,5.3,2.14,5.52,5,1,2,729
SM-01355,Overload Relay,2.87,1.62,1.37,6.38,37,2,3,437
SM-01204,Relay 12V,10.62,11.62,4.55,5.67,5,1,1,295
SM-00901,Spade Terminal,0.81,4.21,1.62,1.31,2,4,4,123
SM-01916,Fuse 10A,13.37,11.83,1.24,4.53,31,1,1,333
SM-00514,Ball Valve,12.77,9.9,2.86,4.8,12,3,1,128
SM-00503,Needle Valve,12.17,3.02,1.9,1.45,7,0,3,791
SM-00746,Wire Connector,8.28,2.67,2.38,0.98,16,11,3,23
SM-02485,Anchor Bolt,6.2,9.59,2.41,3.39,4,3,2,523
SM-03238,Bumper,12.4,0.85,3.75,7.5,1,8,4,43
SM-02007,Circuit Breaker,15.53,0.59,4.69,2.72,5,0,4,530
SM-00165,Straight Fitting,5.03,2.72,1.98,3.84,38,3,3,263
SM-00714,Fuse 10A,1.44,0.87,1.04,4.81,9,2,4,235
SM-01573,Relay 12V,11.56,10.32,2.31,6.14,10,5,1,76
SM-01760,Wave Spring,9.16,4.27,1.83,7.45,25,3,2,485
SM-03347,Pressure Switch,11.19,5.35,3.48,7.43,12,3,2,574
SM-03207,Breather Cap,15.14,4.0,2.01,1.92,11,5,2,286
SM-00469,Relay 24V,9.03,1.98,1.45,1.9,33,7,3,82
SM-01364,Filter Cartridge,5.31,9.81,1.26,7.16,45,2,2,631
SM-00380,Chain Link,12.76,6.47,3.98,2.54,10,0,2,1160
SM-01431,Strainer Element,0.48,1.68,2.52,2.36,49,4,4,127
SM-02777,Gasket,14.09,3.33,4.23,5.3,4,11,3,26
SM-02435,Roll Pin,14.69,6.52,4.49,2.84,1,0,2,1343
SM-02528,Rivet,17.18,9.44,3.62,4.05,8,8,1,32
SM-01972,Vibration Mount,7.01,4.63,0.98,5.88,34,1,2,942
SM-02312,Butt Splice,7.36,7.39,1.87,4.64,1,2,2,663
SM-02465,Overload Relay,1.53,4.61,0.52,4.67,47,2,4,264
SM-02869,Pressure Regulator,16.6,0.82,1.55,7.13,8,3,4,201
SM-01446,Elbow Fitting,8.14,6.65,3.14,5.14,13,1,2,873
SM-03139,Die Spring,13.35,6.85,4.45,0.1,8,7,2,142
SM-02567,Contactor,2.46,4.3,4.29,5.72,21,5,3,191
SM-02686,Oil Filter,1.75,1.34,4.54,7.79,19,0,4,552
SM-02436,Blind Rivet,4.98,11.16,1.15,0.43,2,5,2,259
SM-00114,O-Ring,6.51,3.54,1.33,2.94,22,1,3,498
SM-00084,Vibration Mount,16.62,7.88,2.18,2.08,4,0,2,1123
SM-00793,Clamp,14.34,10.36,3.02,2.15,4,1,1,278
SM-03174,Compression Spring,4.0,3.48,2.81,6.48,20,3,3,391
SM-01763,Oil Filter,3.34,3.57,0.73,3.25,30,12,3,18
SM-00117,Cotter Pin,8.58,6.18,2.66,2.05,20,0,2,1126
SM-01571,Set Screw,6.96,10.48,3.56,3.85,10,3,2,470
SM-01484,Strainer Element,16.66,6.21,4.78,5.72,2,1,2,880
SM-02743,Cable Gland,13.62,1.59,0.69,5.67,2,3,4,198
SM-00981,Pulley,9.22,2.44,2.24,2.48,17,3,3,301
SM-01556,Ball Valve,17.42,8.2,1.77,0.39,9,1,2,890
SM-02186,Rocker Switch,5.19,4.49,4.26,7.2,15,2,2,657
SM-02074,Ball Bearing,8.58,7.66,1.39,6.57,1,0,2,1306
SM-00020,Filter Cartridge,3.76,4.37,1.38,0.04,23,0,3,765
SM-01512,Wiper Seal,7.37,5.82,1.16,7.48,45,12,2,33
SM-00400,Air Filter,17.48,6.03,2.54,1.21,8,5,2,191
SM-01677,Shim Pack,9.02,7.86,2.84,6.04,1,6,2,157
SM-01264,Push Button,7.28,5.0,1.72,4.0,23,2,2,627
SM-03220,Roller Bearing,1.78,11.82,0.55,4.44,9,1,3,742
SM-02525,Roll Pin,1.18,7.27,4.81,6.7,3,5,4,106
SM-00767,Wing Nut,14.91,1.02,3.65,6.23,1,1,4,317
SM-03212,Relay 120V,6.27,1.29,4.0,2.79,5,0,4,578
SM-02275,Sprocket,8.45,8.23,3.16,2.52,15,1,2,990
SM-02263,Circuit Breaker,6.12,5.53,3.87,4.11,8,1,2,989
SM-01183,Set Screw,10.38,10.83,3.61,3.79,7,0,1,433
SM-02813,Limit Switch,4.08,3.78,2.34,6.36,6,1,3,708
SM-01570,Timing Belt,1.54,5.15,2.5,1.22,8,1,4,351
SM-01190,Pressure Regulator,10.48,3.59,3.24,0.11,6,3,3,310
SM-02723,Signal Lamp,9.26,9.55,1.97,5.44,19,3,1,174
SM-01640,Temp Sensor,1.47,4.62,1.94,1.19,3,1,4,354
SM-02394,Knob,5.82,0.77,2.0,3.68,27,1,4,398
SM-00598,Oil Filter,12.02,3.3,0.77,7.03,16,3,3,288
SM-02974,Ball Bearing,2.13,0.59,1.11,4.82,50,7,4,62
SM-01781,Oil Seal,11.88,6.2,1.89,2.84,14,0,2,1284
SM-02393,E-Clip,15.33,9.35,4.19,3.93,8,0,1,482
SM-00626,Die Spring,9.12,5.11,2.53,4.94,23,1,2,780
SM-02228,Breather Cap,11.46,11.04,2.93,3.28,12,1,1,344
SM-00065,Fender Washer,8.3,11.14,0.81,3.93,39,1,2,708
SM-02459,Level Switch,14.46,10.86,1.61,1.92,10,2,1,225
SM-00261,V-Ring Seal,14.16,1.35,3.25,6.98,3,1,4,291
SM-00339,Pressure Regulator,9.83,6.39,0.82,2.36,22,1,2,748
